Country,YEAR(first_invoices_time),DAY(first_invoices_time),COUNT(item_purchases),SKEW(item_purchases.Quantity),MIN(item_purchases.UnitPrice),STD(item_purchases.Quantity),MIN(item_purchases.Quantity),MEAN(item_purchases.UnitPrice),MODE(item_purchases.StockCode),WEEKDAY(first_invoices_time),MONTH(first_invoices_time),MAX(item_purchases.UnitPrice),MEAN(item_purchases.Quantity),SUM(item_purchases.UnitPrice),SUM(item_purchases.Quantity),MAX(item_purchases.Quantity),COUNT(invoices),STD(item_purchases.UnitPrice),SKEW(item_purchases.UnitPrice),NUM_UNIQUE(item_purchases.StockCode),STD(invoices.MEAN(item_purchases.Quantity)),MIN(invoices.MEAN(item_purchases.UnitPrice)),MODE(invoices.WEEKDAY(first_item_purchases_time)),MIN(invoices.MIN(item_purchases.UnitPrice)),MAX(invoices.STD(item_purchases.UnitPrice)),SUM(invoices.MIN(item_purchases.Quantity)),MODE(invoices.MONTH(first_item_purchases_time)),SUM(invoices.STD(item_purchases.UnitPrice)),STD(invoices.NUM_UNIQUE(item_purchases.StockCode)),MEAN(invoices.STD(item_purchases.UnitPrice)),SUM(invoices.MEAN(item_purchases.Quantity)),MODE(invoices.DAY(first_item_purchases_time)),SKEW(invoices.NUM_UNIQUE(item_purchases.StockCode)),MAX(invoices.MIN(item_purchases.Quantity)),MAX(invoices.STD(item_purchases.Quantity)),SUM(invoices.SKEW(item_purchases.Quantity)),MEAN(invoices.NUM_UNIQUE(item_purchases.StockCode)),MIN(invoices.COUNT(item_purchases)),STD(invoices.SUM(item_purchases.UnitPrice)),MIN(invoices.MIN(item_purchases.Quantity)),MODE(invoices.YEAR(first_item_purchases_time)),MODE(invoices.MODE(item_purchases.StockCode)),SUM(invoices.MAX(item_purchases.Quantity)),MEAN(invoices.SKEW(item_purchases.Quantity)),SKEW(invoices.MAX(item_purchases.UnitPrice)),SUM(invoices.MEAN(item_purchases.UnitPrice)),MEAN(invoices.COUNT(item_purchases)),MIN(invoices.SUM(item_purchases.UnitPrice)),MEAN(invoices.SKEW(item_purchases.UnitPrice)),SUM(invoices.SKEW(item_purchases.UnitPrice)),MIN(invoices.STD(item_purchases.Quantity)),SKEW(invoices.SUM(item_purchases.UnitPrice)),NUM_UNIQUE(invoices.MONTH(first_item_purchases_time)),SKEW(invoices.MIN(item_purchases.UnitPrice)),MAX(invoices.MAX(item_purchases.Quantity)),MEAN(invoices.SUM(item_purchases.UnitPrice)),MAX(invoices.MIN(item_purchases.UnitPrice)),MAX(invoices.SKEW(item_purchases.UnitPrice)),STD(invoices.STD(item_purchases.Quantity)),MAX(invoices.MEAN(item_purchases.Quantity)),MEAN(invoices.MIN(item_purchases.Quantity)),MEAN(invoices.MAX(item_purchases.UnitPrice)),SUM(invoices.MAX(item_purchases.UnitPrice)),MIN(invoices.MEAN(item_purchases.Quantity)),STD(invoices.MIN(item_purchases.UnitPrice)),MAX(invoices.MAX(item_purchases.UnitPrice)),MAX(invoices.SUM(item_purchases.Quantity)),SKEW(invoices.STD(item_purchases.Quantity)),STD(invoices.MAX(item_purchases.UnitPrice)),STD(invoices.MAX(item_purchases.Quantity)),STD(invoices.MEAN(item_purchases.UnitPrice)),SKEW(invoices.COUNT(item_purchases)),SUM(invoices.STD(item_purchases.Quantity)),SUM(invoices.MIN(item_purchases.UnitPrice)),NUM_UNIQUE(invoices.WEEKDAY(first_item_purchases_time)),MEAN(invoices.SUM(item_purchases.Quantity)),STD(invoices.STD(item_purchases.UnitPrice)),SKEW(invoices.SUM(item_purchases.Quantity)),SKEW(invoices.MEAN(item_purchases.UnitPrice)),MIN(invoices.SKEW(item_purchases.Quantity)),SKEW(invoices.MEAN(item_purchases.Quantity)),MEAN(invoices.MEAN(item_purchases.UnitPrice)),MIN(invoices.SUM(item_purchases.Quantity)),NUM_UNIQUE(invoices.DAY(first_item_purchases_time)),MEAN(invoices.MAX(item_purchases.Quantity)),MEAN(invoices.MEAN(item_purchases.Quantity)),STD(invoices.SKEW(item_purchases.UnitPrice)),MIN(invoices.MAX(item_purchases.Quantity)),NUM_UNIQUE(invoices.YEAR(first_item_purchases_time)),NUM_UNIQUE(invoices.MODE(item_purchases.StockCode)),SKEW(invoices.STD(item_purchases.UnitPrice)),MIN(invoices.MAX(item_purchases.UnitPrice)),SKEW(invoices.MAX(item_purchases.Quantity)),MEAN(invoices.STD(item_purchases.Quantity)),STD(invoices.SKEW(item_purchases.Quantity)),SUM(invoices.NUM_UNIQUE(item_purchases.StockCode)),MEAN(invoices.MIN(item_purchases.UnitPrice)),MIN(invoices.NUM_UNIQUE(item_purchases.StockCode)),MAX(invoices.MEAN(item_purchases.UnitPrice)),MIN(invoices.SKEW(item_purchases.UnitPrice)),MIN(invoices.STD(item_purchases.UnitPrice)),MAX(invoices.NUM_UNIQUE(item_purchases.StockCode)),STD(invoices.SUM(item_purchases.Quantity)),MAX(invoices.SUM(item_purchases.UnitPrice)),STD(invoices.COUNT(item_purchases)),STD(invoices.MIN(item_purchases.Quantity)),MAX(invoices.SKEW(item_purchases.Quantity)),MAX(invoices.COUNT(item_purchases)),SKEW(invoices.MIN(item_purchases.Quantity)),d3mIndex
United Kingdom,2011,25,10,1.93755988736,1.45,29.0454815763,2,4.453,21136,3,8,11.95,21.6,44.53,216,100,1,3.2870596283,1.12342251014,10,0.0,4.453,3,1.45,3.2870596283,2,8,3.2870596283,0.0,3.2870596283,21.6,25,0.0,2,29.0454815763,1.93755988736,10.0,10,0.0,2,2011,21136,100,1.93755988736,0.0,4.453,10.0,44.53,1.12342251014,1.12342251014,29.0454815763,0.0,1,0.0,100,44.53,1.45,1.12342251014,0.0,21.6,2.0,11.95,11.95,21.6,0.0,11.95,216,0.0,0.0,0.0,0.0,0.0,29.0454815763,1.45,1,216.0,0.0,0.0,0.0,1.93755988736,0.0,4.453,216,1,100.0,21.6,0.0,100,1,1,0.0,11.95,0.0,29.0454815763,0.0,10,1.45,10,4.453,1.12342251014,3.2870596283,10,0.0,44.53,0.0,0.0,1.93755988736,10,0.0,14055.0
United Kingdom,2011,16,2,0.0,0.72,0.0,144,0.89,22792,2,11,1.06,144.0,1.78,288,144,1,0.17,0.0,2,0.0,0.89,2,0.72,0.17,144,11,0.17,0.0,0.17,144.0,16,0.0,144,0.0,0.0,2.0,2,0.0,144,2011,22792,144,0.0,0.0,0.89,2.0,1.78,0.0,0.0,0.0,0.0,1,0.0,144,1.78,0.72,0.0,0.0,144.0,144.0,1.06,1.06,144.0,0.0,1.06,288,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1,288.0,0.0,0.0,0.0,0.0,0.0,0.89,288,1,144.0,144.0,0.0,144,1,1,0.0,1.06,0.0,0.0,0.0,2,0.72,2,0.89,0.0,0.17,2,0.0,1.78,0.0,0.0,0.0,2,0.0,17896.0
United Kingdom,2011,27,17,2.33138338076,0.42,29.7440058222,12,1.87764705882,20725,3,1,3.75,40.0,31.92,680,144,1,0.712984855971,0.664388867243,17,0.0,1.87764705882,3,0.42,0.712984855971,12,1,0.712984855971,0.0,0.712984855971,40.0,27,0.0,12,29.7440058222,2.33138338076,17.0,17,0.0,12,2011,20725,144,2.33138338076,0.0,1.87764705882,17.0,31.92,0.664388867243,0.664388867243,29.7440058222,0.0,1,0.0,144,31.92,0.42,0.664388867243,0.0,40.0,12.0,3.75,3.75,40.0,0.0,3.75,680,0.0,0.0,0.0,0.0,0.0,29.7440058222,0.42,1,680.0,0.0,0.0,0.0,2.33138338076,0.0,1.87764705882,680,1,144.0,40.0,0.0,144,1,1,0.0,3.75,0.0,29.7440058222,0.0,17,0.42,17,1.87764705882,0.664388867243,0.712984855971,17,0.0,31.92,0.0,0.0,2.33138338076,17,0.0,13328.0
United Kingdom,2010,3,137,1.66965905464,0.19,3.35291635117,-6,5.29510948905,22423,4,12,29.95,3.47445255474,725.43,476,24,13,4.11108633179,2.19340215852,74,3.37196137303,2.20210526316,2,0.19,7.1087915538,16,12,34.7067601181,6.83360994293,2.66975077832,44.8645451341,16,0.0346597685867,4,9.2736184955,8.70110354916,10.3846153846,1,31.6556171109,-6,2011,21042,102,0.669315657628,1.53754854559,94.9803130113,10.5384615385,8.5,0.497212499259,6.46376249037,0.0,0.215661993747,8,2.43272718709,24,55.8023076923,21.0,2.05975482684,2.23863433561,11.0,1.23076923077,12.6615384615,164.6,-4.8,5.2802318624,29.95,82,2.23658313774,6.27238004902,6.52623290853,4.53983739487,0.0150916307975,28.7764362014,54.18,6,36.6153846154,1.7431118248,-0.517758853751,1.89335821551,-0.408248290464,-0.259233386896,7.30617792395,-24,11,7.84615384615,3.45111885647,0.71236844215,-4,2,11,0.719568996216,5.95,0.614800688507,2.21357201549,0.651710426565,135,4.16769230769,1,21.0,-0.580825111138,0.0,21,28.6639373041,104.13,6.94611551229,2.25844896245,1.61278044355,21,-2.33094604829,15373.0
United Kingdom,2011,22,174,4.14712409472,0.29,5.63251523773,1,3.12356321839,22070,0,8,12.5,4.36206896552,543.5,759,48,4,2.80102463888,1.32279983397,142,0.803550658249,2.41138888889,1,0.29,2.82473362669,4,8,10.875022033,11.6054943884,2.71875550825,16.9755291005,18,-0.0890649425883,1,8.2764534145,9.03945777913,42.75,28,33.0288461046,1,2011,20978,92,2.25986444478,1.15470053838,12.9282738095,43.5,86.81,1.40451207923,5.61804831693,2.56944367837,-0.382181746572,4,1.11575525952,48,135.875,1.25,2.67964350933,2.19593202273,5.48214285714,1.0,10.5875,42.35,3.42857142857,0.388973006776,12.5,307,0.777672124656,1.10418238983,14.7986485869,0.783373054616,-0.154955770259,18.8273942074,2.32,3,189.75,0.0806997059298,0.420571837139,0.793931983238,1.68619368015,0.554296462903,3.23206845238,96,2,23.0,4.24388227513,0.810257185187,12,1,4,0.0944357424176,9.95,0.997869717691,4.70684855185,0.644278263815,171,0.58,28,4.51678571429,0.430719692175,2.62138560081,56,76.7051986504,174.01,11.8638105177,0.0,3.31533210208,56,0.0,17073.0
United Kingdom,2011,21,9,1.92101607635,0.29,20.9361168237,4,2.47222222222,21824,4,10,4.15,16.8888888889,22.25,152,72,1,1.57957643955,-0.395376104811,9,0.0,2.47222222222,4,0.29,1.57957643955,4,10,1.57957643955,0.0,1.57957643955,16.8888888889,21,0.0,4,20.9361168237,1.92101607635,9.0,9,0.0,4,2011,21824,72,1.92101607635,0.0,2.47222222222,9.0,22.25,-0.395376104811,-0.395376104811,20.9361168237,0.0,1,0.0,72,22.25,0.29,-0.395376104811,0.0,16.8888888889,4.0,4.15,4.15,16.8888888889,0.0,4.15,152,0.0,0.0,0.0,0.0,0.0,20.9361168237,0.29,1,152.0,0.0,0.0,0.0,1.92101607635,0.0,2.47222222222,152,1,72.0,16.8888888889,0.0,72,1,1,0.0,4.15,0.0,20.9361168237,0.0,9,0.29,9,2.47222222222,-0.395376104811,1.57957643955,9,0.0,22.25,0.0,0.0,1.92101607635,9,0.0,15740.0
Germany,2011,10,18,-0.208449389018,0.85,7.83786315047,1,3.31111111111,20719,1,5,18.0,16.1111111111,59.6,290,30,2,5.20970130183,2.44464132164,11,2.22222222222,3.26666666667,1,0.85,5.22706631125,2,5,10.4189640827,0.0,5.20948204135,32.2222222222,8,0.0,1,8.58939915115,-1.05725273617,9.0,9,0.4,1,2011,20719,50,-0.528626368084,0.0,6.62222222222,9.0,29.4,2.44507183701,4.89014367402,6.26177902382,1.32272665043e-14,2,0.0,30,29.8,0.85,2.44829283068,1.16381006366,18.3333333333,1.0,18.0,36.0,13.8888888889,0.0,18.0,165,1.19732713856e-15,0.0,5.0,0.0444444444444,0.0,14.851178175,1.7,2,145.0,0.0175842699033,0.0,1.50512460771e-14,-0.615174228906,0.0,3.31111111111,125,2,25.0,16.1111111111,0.00322099366843,20,1,1,0.0,18.0,0.0,7.42558908749,0.0865478608221,18,0.85,9,3.35555555556,2.44185084334,5.19189777145,9,20.0,30.2,0.0,0.0,-0.442078507262,9,0.0,12592.0
United Kingdom,2010,9,94,1.9624117876,0.19,8.13902096635,-8,2.35989361702,84945,3,12,12.75,11.0319148936,221.83,1037,48,12,2.29151510535,2.62110349052,55,7.13151588731,0.83,3,0.19,2.89012457547,30,5,11.8739424275,7.52588126992,0.989495202288,79.6292397661,14,0.577485151062,12,11.7668956737,7.03934193057,7.83333333333,1,19.2043924916,-8,2011,20685,176,0.586611827547,0.761933446041,33.9719991646,7.83333333333,0.83,0.643902679538,7.72683215446,0.0,1.01706260297,7,1.83036171385,48,18.4858333333,8.25,2.32257789015,3.74985787352,15.4736842105,2.5,5.45166666667,65.42,-8.0,2.29499576373,12.75,294,0.752775408738,3.94586246029,15.4398474374,1.9559040478,0.577485151062,39.9151503079,23.0,6,86.4166666667,1.06909867204,0.713151007312,1.65837436931,0.0,-0.710398514965,2.83099993038,-8,6,14.6666666667,6.63576998051,0.95218074637,-8,2,9,0.671371751669,0.83,0.393837392078,3.32626252566,0.682949559859,94,1.91666666667,1,8.25,-0.572169309602,0.0,21,97.0510675996,56.02,7.52588126992,5.04149448742,2.1425704013,21,-0.169738895293,15660.0
Germany,2010,6,457,3.03160225292,0.04,8.99910590188,-12,2.91400437637,POST,0,12,35.95,10.4245076586,1331.7,4764,100,30,4.09451054082,3.47671877279,253,7.82669337173,0.65,1,0.04,9.7978290676,-8,3,86.4743245849,15.1966736126,2.88247748616,150.36917527,17,0.756942693588,15,16.2412369534,13.4243731623,15.1666666667,1,39.8898224279,-12,2011,20682,492,0.447479105409,0.357331337087,109.262243568,15.2333333333,0.65,1.75737575042,52.7212725127,0.0,0.62924165577,11,2.38641531295,100,44.39,8.95,4.4970582175,3.98536294558,15.0,-0.266666666667,12.8483333333,385.45,-12.0,2.11665734906,35.95,554,1.0085375354,7.87079499726,23.4159489807,2.2042798182,0.766765246019,118.894208986,51.45,6,158.8,2.36491425738,0.894801353165,1.66038674824,-1.29099444874,-0.593774743043,3.6420747856,-15,19,16.4,5.01230584235,1.5343425842,-12,2,25,0.694011247778,0.65,1.62242945678,3.96314029954,1.25840878679,455,1.715,1,10.475,-0.0605409549199,0.0,48,201.215705152,140.5,15.3137918956,5.495048276,4.26082059571,48,0.0946731517664,12474.0
United Kingdom,2010,2,177,2.57305337392,0.29,22.6336427393,-85,2.35745762712,21669,3,12,12.75,13.7175141243,417.27,2428,160,10,1.97179455378,2.06169405563,110,18.0488673777,1.80090909091,3,0.29,3.29101845469,-48,3,15.0680265944,10.1493842178,1.50680265944,145.932388744,2,0.0241380086161,12,42.304680006,8.11849748384,17.7,1,27.6615881865,-85,2011,20750,505,0.811849748384,1.92663582348,25.1312940749,17.7,4.95,1.26084252799,12.6084252799,0.0,0.474064318552,7,2.44357049901,160,41.727,4.95,2.19170043464,15.7482767875,52.0,-4.8,6.45,64.5,-18.3636363636,1.30400766869,12.75,567,0.507130830061,2.30694603318,49.102443931,0.935847890378,0.0241380086161,173.963457669,11.28,3,242.8,0.777643669724,-0.736414559814,1.75867310664,-1.69525210714,0.29404429796,2.51312940749,-202,8,50.5,14.5932388744,0.642671742351,-2,2,9,0.476515150473,4.95,0.969119897093,17.3963457669,1.17938271222,177,1.128,1,4.95,0.0,0.0,34,203.917532351,94.8,10.1493842178,26.9733201516,2.73920551206,34,-2.57709525736,17567.0
United Kingdom,2011,8,14,2.01671765812,0.08,11.0840941379,4,1.68285714286,17136A,1,3,4.25,14.0,23.56,196,48,1,1.15861634579,0.494278740583,14,0.0,1.68285714286,1,0.08,1.15861634579,4,3,1.15861634579,0.0,1.15861634579,14.0,8,0.0,4,11.0840941379,2.01671765812,14.0,14,0.0,4,2011,17136A,48,2.01671765812,0.0,1.68285714286,14.0,23.56,0.494278740583,0.494278740583,11.0840941379,0.0,1,0.0,48,23.56,0.08,0.494278740583,0.0,14.0,4.0,4.25,4.25,14.0,0.0,4.25,196,0.0,0.0,0.0,0.0,0.0,11.0840941379,0.08,1,196.0,0.0,0.0,0.0,2.01671765812,0.0,1.68285714286,196,1,48.0,14.0,0.0,48,1,1,0.0,4.25,0.0,11.0840941379,0.0,14,0.08,14,1.68285714286,0.494278740583,1.15861634579,14,0.0,23.56,0.0,0.0,2.01671765812,14,0.0,15234.0
United Kingdom,2011,1,3,-0.196184739651,6.95,70.5281661623,-76,7.41666666667,22171,1,2,7.65,14.6666666667,22.25,44,96,3,0.329983164554,-0.707106781187,1,70.5281661623,6.95,1,6.95,0.0,44,2,0.0,0.0,0.0,44.0,1,0.0,96,0.0,0.0,1.0,1,0.329983164554,-76,2011,22171,44,0.0,-0.707106781187,22.25,1.0,6.95,0.0,0.0,0.0,-0.707106781187,2,-0.707106781187,96,7.41666666667,7.65,0.0,0.0,96.0,14.6666666667,7.41666666667,22.25,-76.0,0.329983164554,7.65,96,0.0,0.329983164554,70.5281661623,0.329983164554,0.0,0.0,22.25,3,14.6666666667,0.0,-0.196184739651,-0.707106781187,0.0,-0.196184739651,7.41666666667,-76,3,14.6666666667,14.6666666667,0.0,-76,1,1,0.0,6.95,-0.196184739651,0.0,0.0,3,7.41666666667,1,7.65,0.0,0.0,1,70.5281661623,7.65,0.0,70.5281661623,0.0,1,-0.196184739651,16716.0
United Kingdom,2011,19,29,1.08678073895,0.42,5.65012390297,2,3.22275862069,21137,6,6,8.5,8.72413793103,93.46,253,24,4,2.5129991651,0.985556641156,24,1.33589103507,2.36,6,0.42,3.29158776277,13,11,9.23678217334,0.829156197589,2.30919554334,34.744047619,6,-0.493382200218,4,6.96346148969,2.20510019225,7.25,6,6.21018719525,2,2011,21137,72,0.551275048063,0.00523040574066,12.8719047619,7.25,18.88,0.627412667452,2.50965066981,3.7267799625,1.1036720547,3,0.12670648798,24,23.365,1.25,1.28085824905,1.26609967791,10.875,3.25,7.1125,28.45,7.25,0.294055692004,8.5,87,0.0892256412767,1.26756410094,6.0,0.682148934154,-0.493382200218,21.1436540106,3.29,2,63.25,0.623451777562,0.962361413534,0.372659753606,-0.131636170287,0.77805533022,3.21797619048,50,4,18.0,8.68601190476,0.567965494033,12,1,3,0.655196881776,5.75,0.0,5.28591350264,0.697542275029,29,0.8225,6,4.255,-0.185211803405,1.74748390551,8,14.095655359,34.04,0.829156197589,0.829156197589,1.52517402964,8,-0.493382200218,14820.0
United Kingdom,2011,28,358,1.02749894958,0.19,6.58411885367,-11,2.78519553073,22383,0,3,24.95,9.93575418994,997.1,3557,48,15,2.33797179466,3.08016254627,211,4.99254267198,1.47,2,0.19,5.31266829799,24,8,29.2966962535,13.5246277418,1.95311308357,133.255944312,9,0.972500705009,6,11.6269340571,6.63407497439,23.8666666667,3,45.2516823506,-11,2011,20725,305,0.442271664959,2.62104133334,40.0023235229,23.8666666667,7.35,0.88119843312,13.2179764968,0.0,1.25489676603,8,0.266910623507,48,66.4733333333,1.25,3.27412998698,2.34212541467,16.8421052632,1.6,7.31,109.65,-3.4,0.322628096868,24.95,478,0.644337066411,5.10474289264,11.5393048125,0.688534179527,0.972500705009,78.1414845038,10.0,5,237.133333333,1.09185854547,-0.118428780131,0.350627590713,-1.44901616323,-1.11190334887,2.66682156819,-17,12,20.3333333333,8.88372962082,0.764320318804,-1,1,12,1.61270596785,1.95,0.0804028169329,5.20943230025,0.702783072721,358,0.666666666667,3,4.15,-0.456176698178,0.381575680567,60,136.185102791,193.94,13.5246277418,3.70225156718,1.18179220796,60,-2.48865278598,15249.0
United Kingdom,2011,23,108,1.33473893973,0.29,8.06508057563,-12,3.80768518519,20828,6,1,65.0,8.13888888889,411.23,879,36,3,7.55569476258,6.01643238163,93,5.78448833535,3.25,2,0.29,8.17891403277,-10,5,17.8121082667,21.6384431562,5.93736942224,13.1424731183,18,-0.520556881964,1,7.9122167945,2.09339797065,33.6666666667,4,91.0610880429,-12,2011,15044C,71,0.69779932355,0.0225366510972,10.9729877112,36.0,13.0,3.82716296148,11.4814888845,4.76313972081,-0.485868713116,2,0.707106781187,36,137.076666667,0.85,6.79707242341,1.43287937679,9.22580645161,-3.33333333333,36.3,108.9,-3.75,0.263986531643,65.0,572,-0.693194596102,23.291879844,17.4419672693,0.319328164379,-0.35861782933,20.3552829154,1.43,3,293.0,2.30844867285,-0.179107135187,-0.165672082147,-1.15470053838,-0.668772831365,3.6576625704,-15,3,23.6666666667,4.38082437276,2.35654652148,-1,1,3,-0.540977821631,7.95,-0.707106781187,6.78509430514,1.32202296049,101,0.476666666667,4,4.02976190476,1.03274436969,2.76111390565,55,240.517497631,228.98,24.0554914036,6.12825877028,1.84268195623,62,-0.707106781187,13659.0
United Kingdom,2011,16,16,1.20359699795,0.65,10.2832919705,-1,3.0125,21535,3,6,10.95,10.5625,48.2,169,36,2,2.40231008615,2.14569342462,13,7.11538461538,2.90384615385,0,0.65,2.60491115591,2,6,3.65477887244,5.0,1.82738943622,12.2307692308,16,0.0,3,9.60091218546,1.36805319585,8.0,3,13.65,-1,2011,21535,35,0.684026597926,4.60536958363e-16,6.38717948718,8.0,10.45,1.39811790753,2.79623581506,0.0,3.57603877586e-16,1,1.29490949074e-16,36,24.1,2.55,2.16533195835,4.80045609273,13.2307692308,1.0,7.95,15.9,-1.0,0.95,10.95,172,0.0,3.0,18.5,0.289743589744,0.0,9.60091218546,3.2,2,84.5,0.777521719687,0.0,2.3534375924e-15,0.0,0.0,3.19358974359,-3,2,17.5,6.11538461538,0.767214050818,-1,1,1,0.0,4.95,0.0,4.80045609273,0.684026597926,16,1.6,3,3.48333333333,0.630903856711,1.04986771653,13,87.5,37.75,5.0,2.0,1.36805319585,13,0.0,16739.0
United Kingdom,2010,2,134,0.846894049102,0.42,6.65303425368,-8,4.70052238806,22720,3,12,14.95,6.28358208955,629.87,842,24,20,3.97914175798,1.04861481724,73,5.44193357726,1.078,3,0.42,4.79328233631,29,2,51.7326623873,4.38292140016,2.58663311937,95.46747558,2,0.558411855892,16,8.02556678511,7.63092475115,6.7,1,22.6178788296,-8,2011,20914,210,0.381546237557,-0.404446924684,95.6418263126,6.7,4.95,0.570559403627,11.4111880725,0.0,0.223957234914,10,1.42758239343,24,31.4935,6.75,2.20974286393,2.64197634263,16.0,1.45,9.5045,190.09,-4.5,1.75523616645,14.95,154,0.552051818844,4.43955006166,9.46836839165,2.40260103212,0.558411855892,58.9394591229,38.68,6,42.1,1.46267906321,0.79110840883,0.581421060469,-1.28312994771,-0.0236758548547,4.78209131563,-10,13,10.5,4.773373779,0.706562406564,-1,2,13,-0.390381475405,1.65,0.186254351942,2.94697295615,0.840424675402,134,1.934,1,9.88333333333,-0.640250160342,0.0,16,47.7565702286,74.15,4.38292140016,5.35233593863,1.85931800183,16,0.955349591105,15827.0
United Kingdom,2011,5,286,3.45074876563,0.29,3.74465077261,1,2.54531468531,22804,6,6,14.95,2.95454545455,727.96,845,24,7,2.36452875424,1.94775665823,169,0.689226943502,1.82102564103,3,0.29,2.96253753958,7,6,15.2587547884,7.47785847332,2.17982211263,19.6898700292,8,1.2065651542,1,4.15994897694,23.1916829145,37.7142857143,30,32.2698213095,1,2011,23138,137,3.31309755921,0.312115819208,18.0660523292,40.8571428571,58.67,1.83792669616,12.8654868731,2.06047459474,0.119018451053,6,1.01556367396,24,103.994285714,0.75,3.38998743536,0.857772868069,4.02985074627,1.0,10.3285714286,72.3,2.23333333333,0.187137404501,14.95,270,-0.931829928375,2.6084830215,5.70356136505,0.660624115308,1.52798285058,24.3292031488,2.85,3,120.714285714,0.539168889782,1.58746127429,0.309128496759,1.83049609237,0.935376765101,2.58086461846,67,6,19.5714285714,2.81283857559,0.799937414105,10,1,6,-0.308538931253,6.25,-0.741982234825,3.47560044983,1.10655955709,264,0.407142857143,30,3.71536585366,0.859001099701,1.27028197995,54,65.0707621104,152.33,11.382048164,0.0,5.11904216938,67,0.0,15453.0
United Kingdom,2011,7,46,4.8455195617,0.21,57.2573741959,1,2.48391304348,21174,3,4,15.0,25.6304347826,114.26,1179,360,5,2.63110117322,2.86991707954,37,47.4794364781,1.37117647059,0,0.21,5.80101715219,20,6,11.7339525174,4.91528229098,2.34679050348,208.092156863,12,0.283748095062,8,159.315898628,7.17090529242,9.2,3,8.9521805165,1,2011,21174,672,1.43418105848,0.59494765865,16.1341764706,9.2,10.79,1.27816136039,6.39080680196,7.33212111193,0.584079485011,4,0.366415791463,360,22.852,2.1,2.66424074874,58.0808042854,136.333333333,4.0,7.96,39.8,15.2,0.753514432509,15.0,409,1.19084219655,4.16418059167,127.539170454,1.9834860139,0.283748095062,244.272310904,4.97,3,235.8,1.82345911781,0.142988216674,0.953018584238,0.296152851035,1.48125322465,3.22683529412,76,4,134.4,41.6184313725,0.778978408017,24,1,4,1.13547564246,2.95,0.871267074197,48.8544621809,0.849699367846,46,0.994,3,6.83,0.411091728069,0.622459637246,17,110.071613053,38.55,4.91528229098,2.60768096208,2.64851317637,17,0.406040288213,16209.0
United Kingdom,2011,4,135,11.1367069489,0.42,81.8605740283,2,3.03414814815,20914,2,5,14.55,22.1777777778,409.61,2994,960,5,2.3853889768,1.94714648843,111,14.3881600448,2.60777777778,1,0.42,2.80313193223,28,5,10.4548134746,13.4313067123,2.09096269492,130.403933747,4,-0.173833535332,18,178.767591727,8.60258668994,27.0,6,42.409933459,2,2011,20711,1142,1.72051733799,-0.0640269400905,15.1504547964,27.0,18.7,1.19672999677,5.98364998386,7.73151515103,-0.10748838709,5,0.978966721232,960,81.922,1.65,2.46722131771,66.7506924632,49.0,5.6,9.42,47.1,10.6285714286,0.427897183912,14.55,1323,1.49152100602,3.33160621923,365.833623386,0.281887505011,-0.173833535332,227.087551782,4.29,3,598.8,0.558523639212,1.05486035442,0.151078433839,-0.0622253967444,0.500297099824,3.03009095928,216,4,228.4,26.0807867495,0.912228268196,36,1,3,-0.596572941367,4.15,1.49930775647,45.4175103564,1.69432762002,135,0.858,6,3.48171428571,-0.355925436549,1.12051575426,46,387.845020595,135.81,13.4313067123,6.24819974073,4.89354364269,46,1.44513757105,16258.0
United Kingdom,2011,11,8,-1.12809261219,1.25,3.15980616494,3,3.31625,21929,0,4,9.95,9.625,26.53,77,12,1,2.87138441131,1.50355583541,8,0.0,3.31625,0,1.25,2.87138441131,3,4,2.87138441131,0.0,2.87138441131,9.625,11,0.0,3,3.15980616494,-1.12809261219,8.0,8,0.0,3,2011,21929,12,-1.12809261219,0.0,3.31625,8.0,26.53,1.50355583541,1.50355583541,3.15980616494,0.0,1,0.0,12,26.53,1.25,1.50355583541,0.0,9.625,3.0,9.95,9.95,9.625,0.0,9.95,77,0.0,0.0,0.0,0.0,0.0,3.15980616494,1.25,1,77.0,0.0,0.0,0.0,-1.12809261219,0.0,3.31625,77,1,12.0,9.625,0.0,12,1,1,0.0,9.95,0.0,3.15980616494,0.0,8,1.25,8,3.31625,1.50355583541,2.87138441131,8,0.0,26.53,0.0,0.0,-1.12809261219,8,0.0,17574.0
