label,time,d3mIndex
False,2011-02-01 14:32:00,17524.0
True,2011-01-24 15:35:00,16422.0
False,2012-01-10 12:18:00,15857.0
True,2011-01-20 12:50:00,12868.0
False,2011-10-31 13:44:00,14250.0
False,2011-02-04 15:45:00,18176.0
False,2011-04-15 09:32:00,17139.0
False,2011-12-19 11:49:00,13278.0
True,2011-06-10 13:29:00,17061.0
False,2011-11-22 11:36:00,14815.0
True,2011-01-24 11:59:00,17062.0
True,2011-09-24 14:50:00,13200.0
False,2011-05-13 08:44:00,14129.0
True,2011-06-02 09:52:00,18236.0
False,2011-07-08 08:55:00,17469.0
False,2011-03-12 13:07:00,14088.0
True,2011-01-31 13:26:00,15547.0
False,2011-06-03 17:33:00,14163.0
False,2011-10-01 09:57:00,12381.0
False,2011-06-01 13:10:00,17278.0
False,2011-05-16 14:34:00,16777.0
False,2011-11-18 11:29:00,17427.0
False,2011-02-08 16:08:00,15460.0
False,2011-06-01 13:45:00,15212.0
False,2011-11-05 13:32:00,14124.0
True,2011-02-01 09:39:00,12540.0
True,2011-11-07 11:31:00,13247.0
False,2011-01-28 14:44:00,12872.0
True,2011-01-28 10:16:00,12621.0
False,2011-10-04 14:17:00,16902.0
False,2011-06-08 10:08:00,15594.0
False,2011-12-08 12:54:00,14698.0
