InvoiceNo,CustomerID,first_item_purchases_time
536525,14078.0,2010-12-01 12:54:00
536526,14001.0,2010-12-01 12:58:00
536527,12662.0,2010-12-01 13:04:00
536528,15525.0,2010-12-01 13:17:00
536529,14237.0,2010-12-01 13:20:00
536530,17905.0,2010-12-01 13:21:00
536531,15485.0,2010-12-01 13:23:00
536532,12433.0,2010-12-01 13:24:00
536533,16955.0,2010-12-01 13:31:00
536534,15350.0,2010-12-01 13:33:00
536535,15605.0,2010-12-01 13:38:00
536536,18144.0,2010-12-01 13:45:00
536537,15922.0,2010-12-01 13:51:00
536538,14594.0,2010-12-01 13:54:00
536539,15165.0,2010-12-01 14:03:00
536540,14911.0,2010-12-01 14:05:00
536541,14911.0,2010-12-01 14:05:00
536542,16456.0,2010-12-01 14:11:00
C536543,17841.0,2010-12-01 14:30:00
536544,,2010-12-01 14:32:00
536545,,2010-12-01 14:32:00
536546,,2010-12-01 14:33:00
536547,,2010-12-01 14:33:00
C536548,12472.0,2010-12-01 14:33:00
536549,,2010-12-01 14:34:00
536550,,2010-12-01 14:34:00
536551,17346.0,2010-12-01 14:34:00
536552,,2010-12-01 14:34:00
536553,,2010-12-01 14:35:00
536554,,2010-12-01 14:35:00
536555,,2010-12-01 14:37:00
536556,17643.0,2010-12-01 14:38:00
536557,17841.0,2010-12-01 14:41:00
536558,,2010-12-01 14:48:00
536559,17873.0,2010-12-01 14:54:00
536560,13093.0,2010-12-01 15:00:00
536561,12921.0,2010-12-01 15:06:00
536562,13468.0,2010-12-01 15:08:00
536563,17760.0,2010-12-01 15:08:00
536564,13468.0,2010-12-01 15:08:00
536565,,2010-12-01 15:15:00
536566,16928.0,2010-12-01 15:21:00
536567,16048.0,2010-12-01 15:27:00
536568,16048.0,2010-12-01 15:28:00
536569,16274.0,2010-12-01 15:35:00
536570,14496.0,2010-12-01 15:35:00
536571,14696.0,2010-12-01 15:37:00
536572,16539.0,2010-12-01 15:40:00
536573,17025.0,2010-12-01 15:45:00
536574,17025.0,2010-12-01 15:46:00
536575,13777.0,2010-12-01 16:01:00
536576,13777.0,2010-12-01 16:11:00
536577,13777.0,2010-12-01 16:13:00
536578,17690.0,2010-12-01 16:15:00
536579,13777.0,2010-12-01 16:16:00
536580,17690.0,2010-12-01 16:17:00
536581,13777.0,2010-12-01 16:19:00
536582,12947.0,2010-12-01 16:21:00
536583,13777.0,2010-12-01 16:21:00
536584,13777.0,2010-12-01 16:22:00
536585,17460.0,2010-12-01 16:24:00
536586,18229.0,2010-12-01 16:25:00
536587,14142.0,2010-12-01 16:33:00
536588,17069.0,2010-12-01 16:49:00
536589,,2010-12-01 16:50:00
536590,13065.0,2010-12-01 16:52:00
536591,14606.0,2010-12-01 16:57:00
536592,,2010-12-01 17:06:00
536593,16835.0,2010-12-01 17:15:00
536594,15235.0,2010-12-01 17:22:00
536595,13576.0,2010-12-01 17:24:00
536596,,2010-12-01 17:29:00
536597,18011.0,2010-12-01 17:35:00
536598,13090.0,2010-12-02 07:48:00
536599,15694.0,2010-12-02 07:49:00
536600,17850.0,2010-12-02 08:32:00
536601,17850.0,2010-12-02 08:33:00
536602,17850.0,2010-12-02 08:34:00
536603,17850.0,2010-12-02 08:40:00
536604,14741.0,2010-12-02 08:43:00
536605,13715.0,2010-12-02 08:52:00
C536606,14092.0,2010-12-02 09:10:00
536607,17732.0,2010-12-02 09:29:00
536608,12855.0,2010-12-02 09:37:00
536609,17850.0,2010-12-02 09:41:00
536610,17850.0,2010-12-02 09:42:00
536611,15752.0,2010-12-02 09:43:00
536612,17850.0,2010-12-02 09:44:00
536613,17855.0,2010-12-02 09:44:00
536614,17850.0,2010-12-02 09:44:00
536615,14047.0,2010-12-02 10:09:00
536616,17925.0,2010-12-02 10:10:00
536617,13941.0,2010-12-02 10:17:00
536618,17017.0,2010-12-02 10:17:00
536619,17017.0,2010-12-02 10:18:00
536620,14135.0,2010-12-02 10:27:00
536621,13108.0,2010-12-02 10:35:00
C536622,12471.0,2010-12-02 10:37:00
536623,15601.0,2010-12-02 10:39:00
536624,13418.0,2010-12-02 10:45:00
536626,13418.0,2010-12-02 10:46:00
C536625,14766.0,2010-12-02 10:46:00
536627,15658.0,2010-12-02 10:53:00
536628,17850.0,2010-12-02 10:54:00
536629,17850.0,2010-12-02 10:55:00
536630,17850.0,2010-12-02 10:56:00
536631,17850.0,2010-12-02 10:58:00
536632,14388.0,2010-12-02 11:02:00
536633,14901.0,2010-12-02 11:20:00
536634,18041.0,2010-12-02 11:21:00
536635,15955.0,2010-12-02 11:22:00
536636,15070.0,2010-12-02 11:23:00
536637,18041.0,2010-12-02 11:35:00
536638,16244.0,2010-12-02 11:41:00
536639,15111.0,2010-12-02 11:45:00
536640,,2010-12-02 11:45:00
536641,12748.0,2010-12-02 11:46:00
C536642,14390.0,2010-12-02 11:56:00
536643,14390.0,2010-12-02 11:57:00
536663,16546.0,2010-12-02 12:07:00
536667,15260.0,2010-12-02 12:09:00
536670,15260.0,2010-12-02 12:09:00
536671,13305.0,2010-12-02 12:10:00
536672,14491.0,2010-12-02 12:10:00
536673,14060.0,2010-12-02 12:11:00
536674,15923.0,2010-12-02 12:16:00
536676,16752.0,2010-12-02 12:18:00
536681,17287.0,2010-12-02 12:22:00
536685,17850.0,2010-12-02 12:23:00
536688,17850.0,2010-12-02 12:24:00
536690,17850.0,2010-12-02 12:25:00
536693,17850.0,2010-12-02 12:26:00
536698,15363.0,2010-12-02 12:28:00
536707,12915.0,2010-12-02 12:33:00
536732,15544.0,2010-12-02 12:47:00
536733,15738.0,2010-12-02 12:50:00
C536734,16042.0,2010-12-02 12:50:00
536735,17381.0,2010-12-02 12:58:00
536736,17381.0,2010-12-02 12:59:00
C536737,15922.0,2010-12-02 13:05:00
536738,15827.0,2010-12-02 13:06:00
536739,14180.0,2010-12-02 13:08:00
536740,15827.0,2010-12-02 13:08:00
536741,13117.0,2010-12-02 13:11:00
536742,16916.0,2010-12-02 13:14:00
536743,17964.0,2010-12-02 13:32:00
536744,14466.0,2010-12-02 13:36:00
536745,17235.0,2010-12-02 13:38:00
536746,16510.0,2010-12-02 13:39:00
536747,17802.0,2010-12-02 13:44:00
536748,15107.0,2010-12-02 13:45:00
536749,17976.0,2010-12-02 13:49:00
536750,17850.0,2010-12-02 14:04:00
536751,17850.0,2010-12-02 14:05:00
536752,17850.0,2010-12-02 14:06:00
536753,17850.0,2010-12-02 14:07:00
536754,14449.0,2010-12-02 14:09:00
536755,,2010-12-02 14:14:00
536756,,2010-12-02 14:23:00
C536757,15838.0,2010-12-02 14:23:00
C536758,13767.0,2010-12-02 14:25:00
536759,16781.0,2010-12-02 14:26:00
C536760,17547.0,2010-12-02 14:29:00
536761,13491.0,2010-12-02 14:30:00
536762,16186.0,2010-12-02 14:40:00
536763,17685.0,2010-12-02 14:42:00
536764,,2010-12-02 14:42:00
536765,,2010-12-02 14:43:00
536769,17581.0,2010-12-02 14:47:00
536771,17581.0,2010-12-02 14:49:00
536777,15732.0,2010-12-02 15:00:00
536778,13138.0,2010-12-02 15:03:00
536779,15823.0,2010-12-02 15:08:00
536780,,2010-12-02 15:09:00
536781,17460.0,2010-12-02 15:14:00
536782,17567.0,2010-12-02 15:18:00
536783,15061.0,2010-12-02 15:19:00
536784,15061.0,2010-12-02 15:20:00
536785,15061.0,2010-12-02 15:22:00
536786,15061.0,2010-12-02 15:23:00
536787,17850.0,2010-12-02 15:24:00
536788,15061.0,2010-12-02 15:25:00
536789,17850.0,2010-12-02 15:25:00
536790,17850.0,2010-12-02 15:26:00
536791,17850.0,2010-12-02 15:27:00
536792,15061.0,2010-12-02 15:28:00
536793,16203.0,2010-12-02 15:39:00
536794,13767.0,2010-12-02 15:40:00
536795,15640.0,2010-12-02 15:40:00
536796,15574.0,2010-12-02 15:46:00
536797,16770.0,2010-12-02 15:49:00
536798,17838.0,2010-12-02 15:55:00
536799,17228.0,2010-12-02 16:00:00
536800,14829.0,2010-12-02 16:12:00
536801,,2010-12-02 16:12:00
536802,17412.0,2010-12-02 16:29:00
536803,14911.0,2010-12-02 16:33:00
536804,14031.0,2010-12-02 16:34:00
536805,14775.0,2010-12-02 16:38:00
536806,12971.0,2010-12-02 16:42:00
C536807,15834.0,2010-12-02 16:45:00
536808,17659.0,2010-12-02 16:46:00
536809,15299.0,2010-12-02 16:48:00
536810,15299.0,2010-12-02 16:50:00
536811,15299.0,2010-12-02 16:51:00
C536812,16546.0,2010-12-02 16:58:00
536813,15646.0,2010-12-02 16:59:00
C536814,13958.0,2010-12-02 17:03:00
C536815,14443.0,2010-12-02 17:05:00
C536816,14443.0,2010-12-02 17:06:00
C536817,14156.0,2010-12-02 17:08:00
C536818,16995.0,2010-12-02 17:09:00
536819,13402.0,2010-12-02 17:12:00
C536820,18168.0,2010-12-02 17:14:00
536821,17757.0,2010-12-02 17:17:00
C536822,14625.0,2010-12-02 17:19:00
536823,13011.0,2010-12-02 17:22:00
536824,13798.0,2010-12-02 17:24:00
C536825,15384.0,2010-12-02 17:27:00
C536826,17924.0,2010-12-02 17:30:00
C536827,13408.0,2010-12-02 17:31:00
C536828,14264.0,2010-12-02 17:35:00
C536829,13295.0,2010-12-02 17:36:00
536830,16754.0,2010-12-02 17:38:00
536831,16029.0,2010-12-02 17:40:00
536832,16634.0,2010-12-02 17:41:00
536833,18239.0,2010-12-02 17:48:00
536834,14576.0,2010-12-02 17:51:00
536835,13145.0,2010-12-02 18:06:00
536836,18168.0,2010-12-02 18:08:00
536837,14395.0,2010-12-02 18:15:00
536838,14865.0,2010-12-02 18:23:00
536839,15093.0,2010-12-02 18:25:00
536840,12738.0,2010-12-02 18:27:00
536841,16150.0,2010-12-02 18:27:00
536842,17552.0,2010-12-02 18:45:00
536843,17552.0,2010-12-02 18:46:00
536844,14236.0,2010-12-02 18:49:00
536845,17961.0,2010-12-02 19:18:00
536846,14573.0,2010-12-02 19:59:00
536847,17135.0,2010-12-03 09:31:00
536848,13408.0,2010-12-03 09:39:00
536849,17396.0,2010-12-03 09:45:00
C536850,14213.0,2010-12-03 09:47:00
536851,12967.0,2010-12-03 09:49:00
536852,12686.0,2010-12-03 09:51:00
C536853,14679.0,2010-12-03 10:07:00
C536854,15240.0,2010-12-03 10:09:00
C536855,18225.0,2010-12-03 10:11:00
536856,13370.0,2010-12-03 10:26:00
536857,16883.0,2010-12-03 10:33:00
536858,13520.0,2010-12-03 10:36:00
536859,12841.0,2010-12-03 10:43:00
536860,16905.0,2010-12-03 10:43:00
536861,12427.0,2010-12-03 10:44:00
536862,,2010-12-03 11:13:00
536863,17967.0,2010-12-03 11:19:00
536864,,2010-12-03 11:27:00
536865,,2010-12-03 11:28:00
536866,,2010-12-03 11:28:00
536874,16891.0,2010-12-03 11:35:00
536876,,2010-12-03 11:36:00
536883,,2010-12-03 11:41:00
536884,14589.0,2010-12-03 11:42:00
536885,,2010-12-03 11:42:00
536890,14156.0,2010-12-03 11:48:00
536920,,2010-12-03 12:01:00
536938,14680.0,2010-12-03 12:05:00
536941,,2010-12-03 12:08:00
536942,,2010-12-03 12:08:00
536943,17884.0,2010-12-03 12:11:00
536944,12557.0,2010-12-03 12:20:00
536945,14083.0,2010-12-03 12:24:00
536946,13013.0,2010-12-03 12:28:00
536947,13013.0,2010-12-03 12:29:00
536954,17809.0,2010-12-03 12:41:00
536956,14210.0,2010-12-03 12:43:00
536957,17809.0,2010-12-03 12:43:00
536960,16477.0,2010-12-03 12:48:00
536967,12600.0,2010-12-03 12:57:00
536968,16013.0,2010-12-03 13:09:00
536969,16013.0,2010-12-03 13:10:00
536970,17949.0,2010-12-03 13:12:00
536971,12779.0,2010-12-03 13:40:00
536972,16926.0,2010-12-03 13:42:00
536973,17787.0,2010-12-03 13:43:00
536974,12682.0,2010-12-03 13:59:00
536975,14911.0,2010-12-03 14:04:00
536976,14723.0,2010-12-03 14:18:00
536977,17954.0,2010-12-03 14:18:00
C536978,17954.0,2010-12-03 14:19:00
C536979,17841.0,2010-12-03 14:23:00
536980,17819.0,2010-12-03 14:26:00
536981,14723.0,2010-12-03 14:26:00
536982,,2010-12-03 14:27:00
536983,12712.0,2010-12-03 14:30:00
536984,17841.0,2010-12-03 14:35:00
536985,15373.0,2010-12-03 14:40:00
536986,16140.0,2010-12-03 14:40:00
536987,17198.0,2010-12-03 14:54:00
536988,17238.0,2010-12-03 15:05:00
536989,17238.0,2010-12-03 15:10:00
536990,12793.0,2010-12-03 15:14:00
536991,,2010-12-03 15:16:00
536992,15769.0,2010-12-03 15:16:00
536993,14396.0,2010-12-03 15:19:00
536994,14898.0,2010-12-03 15:25:00
536995,,2010-12-03 15:29:00
536996,,2010-12-03 15:30:00
536997,,2010-12-03 15:30:00
536998,,2010-12-03 15:30:00
536999,,2010-12-03 15:32:00
537000,,2010-12-03 15:32:00
537001,,2010-12-03 15:33:00
537002,,2010-12-03 15:33:00
537003,,2010-12-03 15:33:00
537004,,2010-12-03 15:34:00
537005,,2010-12-03 15:35:00
537006,,2010-12-03 15:36:00
537007,,2010-12-03 15:36:00
537008,,2010-12-03 15:37:00
537009,,2010-12-03 15:38:00
537010,,2010-12-03 15:38:00
537011,,2010-12-03 15:38:00
537012,,2010-12-03 15:39:00
537013,,2010-12-03 15:40:00
537014,,2010-12-03 15:40:00
537015,,2010-12-03 15:41:00
537016,,2010-12-03 15:41:00
537017,,2010-12-03 15:41:00
537018,,2010-12-03 15:42:00
537019,,2010-12-03 15:43:00
537020,,2010-12-03 15:43:00
537021,,2010-12-03 15:43:00
537022,12725.0,2010-12-03 15:45:00
537023,16725.0,2010-12-03 16:02:00
537025,,2010-12-03 16:21:00
C537024,13941.0,2010-12-03 16:21:00
537026,12395.0,2010-12-03 16:35:00
537027,,2010-12-03 16:36:00
537028,,2010-12-03 16:36:00
537029,,2010-12-03 16:37:00
537030,16455.0,2010-12-03 16:44:00
537031,16455.0,2010-12-03 16:45:00
537032,,2010-12-03 16:50:00
537034,13081.0,2010-12-03 17:20:00
537035,13081.0,2010-12-03 17:21:00
537036,15545.0,2010-12-03 17:28:00
537037,17243.0,2010-12-05 10:03:00
537038,15465.0,2010-12-05 10:12:00
C537039,15708.0,2010-12-05 10:25:00
537040,13089.0,2010-12-05 10:27:00
537041,16033.0,2010-12-05 10:36:00
537042,13838.0,2010-12-05 10:45:00
C537043,15351.0,2010-12-05 10:48:00
537044,18055.0,2010-12-05 10:52:00
537045,15038.0,2010-12-05 10:54:00
537046,18109.0,2010-12-05 10:58:00
537047,13069.0,2010-12-05 11:02:00
537048,13069.0,2010-12-05 11:03:00
537049,16241.0,2010-12-05 11:04:00
537050,14800.0,2010-12-05 11:10:00
537051,15708.0,2010-12-05 11:12:00
537052,16839.0,2010-12-05 11:15:00
537053,16168.0,2010-12-05 11:38:00
537054,16931.0,2010-12-05 11:40:00
537055,16814.0,2010-12-05 11:45:00
537057,15351.0,2010-12-05 11:49:00
537058,13269.0,2010-12-05 11:51:00
537059,14813.0,2010-12-05 11:54:00
537065,12567.0,2010-12-05 11:57:00
537067,14813.0,2010-12-05 11:57:00
537077,17062.0,2010-12-05 11:59:00
537081,15332.0,2010-12-05 12:00:00
537086,15332.0,2010-12-05 12:01:00
537090,15332.0,2010-12-05 12:02:00
537111,14810.0,2010-12-05 12:08:00
537117,16353.0,2010-12-05 12:09:00
537126,18118.0,2010-12-05 12:13:00
537127,13831.0,2010-12-05 12:13:00
537128,12841.0,2010-12-05 12:15:00
537129,13506.0,2010-12-05 12:15:00
537130,17796.0,2010-12-05 12:23:00
537131,15716.0,2010-12-05 12:26:00
537133,18156.0,2010-12-05 12:29:00
C537132,15221.0,2010-12-05 12:29:00
537134,16983.0,2010-12-05 12:34:00
537135,17059.0,2010-12-05 12:35:00
537136,12748.0,2010-12-05 12:42:00
537137,16327.0,2010-12-05 12:43:00
537138,17211.0,2010-12-05 12:44:00
537139,17026.0,2010-12-05 12:47:00
537140,12748.0,2010-12-05 12:53:00
537141,15570.0,2010-12-05 12:57:00
537142,12748.0,2010-12-05 12:57:00
C537143,12748.0,2010-12-05 12:58:00
537144,15880.0,2010-12-05 13:00:00
537153,16718.0,2010-12-05 13:03:00
537154,15808.0,2010-12-05 13:05:00
537155,12748.0,2010-12-05 13:05:00
537156,17858.0,2010-12-05 13:08:00
C537157,15880.0,2010-12-05 13:09:00
537158,16393.0,2010-12-05 13:10:00
537159,14527.0,2010-12-05 13:17:00
537160,14161.0,2010-12-05 13:18:00
537163,17863.0,2010-12-05 13:21:00
C537164,14527.0,2010-12-05 13:21:00
537176,16411.0,2010-12-05 13:26:00
537179,13767.0,2010-12-05 13:29:00
537192,16402.0,2010-12-05 13:42:00
537193,15023.0,2010-12-05 13:49:00
537194,17402.0,2010-12-05 13:53:00
537195,15311.0,2010-12-05 13:55:00
537196,15426.0,2010-12-05 13:55:00
537197,12647.0,2010-12-05 14:02:00
537198,12647.0,2010-12-05 14:03:00
537199,15894.0,2010-12-05 14:06:00
537200,15867.0,2010-12-05 14:17:00
537201,12472.0,2010-12-05 14:19:00
537202,14506.0,2010-12-05 14:25:00
C537203,14606.0,2010-12-05 14:44:00
537204,15555.0,2010-12-05 14:45:00
537205,13034.0,2010-12-05 14:52:00
537206,15235.0,2010-12-05 15:02:00
537207,17402.0,2010-12-05 15:06:00
537208,15889.0,2010-12-05 15:12:00
537209,14606.0,2010-12-05 15:12:00
537210,15953.0,2010-12-05 15:15:00
537211,16143.0,2010-12-05 15:18:00
537212,12720.0,2010-12-05 15:21:00
537213,12748.0,2010-12-05 15:26:00
537214,16422.0,2010-12-05 15:35:00
537215,12747.0,2010-12-05 15:38:00
537216,15502.0,2010-12-05 15:40:00
537217,15502.0,2010-12-05 15:40:00
537218,12763.0,2010-12-05 15:46:00
537219,14081.0,2010-12-05 15:47:00
537220,,2010-12-05 15:49:00
537221,17965.0,2010-12-05 15:54:00
537222,14404.0,2010-12-05 16:00:00
537223,13579.0,2010-12-05 16:10:00
537224,13174.0,2010-12-05 16:24:00
537225,12748.0,2010-12-05 16:41:00
537226,15987.0,2010-12-06 08:34:00
537227,17677.0,2010-12-06 08:42:00
537228,17677.0,2010-12-06 08:43:00
537229,17677.0,2010-12-06 08:44:00
537230,,2010-12-06 09:20:00
537231,13652.0,2010-12-06 09:21:00
C537232,12586.0,2010-12-06 09:31:00
537233,17428.0,2010-12-06 09:37:00
C537234,16161.0,2010-12-06 09:40:00
537235,17381.0,2010-12-06 09:45:00
537236,16858.0,2010-12-06 09:52:00
537237,,2010-12-06 09:58:00
537238,16161.0,2010-12-06 10:03:00
537239,18219.0,2010-12-06 10:05:00
537240,,2010-12-06 10:08:00
537241,14293.0,2010-12-06 10:18:00
537242,14748.0,2010-12-06 10:19:00
537243,16638.0,2010-12-06 10:19:00
537244,17674.0,2010-12-06 10:20:00
537245,14748.0,2010-12-06 10:24:00
537246,12808.0,2010-12-06 10:27:00
537247,13094.0,2010-12-06 10:34:00
537248,15899.0,2010-12-06 10:36:00
537249,16955.0,2010-12-06 10:38:00
537250,12708.0,2010-12-06 10:43:00
C537251,,2010-12-06 10:45:00
537252,,2010-12-06 10:46:00
537253,,2010-12-06 10:53:00
537254,15898.0,2010-12-06 11:01:00
537255,14443.0,2010-12-06 11:03:00
537256,16210.0,2010-12-06 11:06:00
537257,17691.0,2010-12-06 11:10:00
537258,17227.0,2010-12-06 11:16:00
537262,15039.0,2010-12-06 11:26:00
537265,15919.0,2010-12-06 11:26:00
537298,13497.0,2010-12-06 11:37:00
537301,15860.0,2010-12-06 11:38:00
537312,14189.0,2010-12-06 11:42:00
537313,15304.0,2010-12-06 11:42:00
C537314,13497.0,2010-12-06 11:42:00
C537320,14867.0,2010-12-06 11:47:00
537332,14344.0,2010-12-06 11:58:00
C537333,12474.0,2010-12-06 12:00:00
537334,16719.0,2010-12-06 12:06:00
537335,15048.0,2010-12-06 12:15:00
537346,15301.0,2010-12-06 12:21:00
537350,14708.0,2010-12-06 12:23:00
537351,16898.0,2010-12-06 12:23:00
537354,12748.0,2010-12-06 12:23:00
537359,14825.0,2010-12-06 12:30:00
537360,18113.0,2010-12-06 12:31:00
537361,,2010-12-06 12:34:00
537362,17596.0,2010-12-06 12:34:00
537363,,2010-12-06 12:35:00
537364,,2010-12-06 12:36:00
537365,15078.0,2010-12-06 12:38:00
537366,14085.0,2010-12-06 12:39:00
537367,15078.0,2010-12-06 12:39:00
537368,14911.0,2010-12-06 12:40:00
537369,17860.0,2010-12-06 12:41:00
537370,13155.0,2010-12-06 12:44:00
537371,15028.0,2010-12-06 12:47:00
537372,16919.0,2010-12-06 12:52:00
537374,17259.0,2010-12-06 12:55:00
537375,17019.0,2010-12-06 12:55:00
C537373,14487.0,2010-12-06 12:55:00
537376,16722.0,2010-12-06 12:59:00
537377,15882.0,2010-12-06 13:01:00
537378,14911.0,2010-12-06 13:06:00
537380,15882.0,2010-12-06 13:12:00
C537379,15882.0,2010-12-06 13:12:00
537381,14667.0,2010-12-06 13:13:00
537382,16710.0,2010-12-06 13:13:00
C537383,16550.0,2010-12-06 13:17:00
537384,15984.0,2010-12-06 13:21:00
537385,14487.0,2010-12-06 13:22:00
537386,14911.0,2010-12-06 13:32:00
537387,13468.0,2010-12-06 13:34:00
537388,17682.0,2010-12-06 13:35:00
537389,17757.0,2010-12-06 13:41:00
537390,16658.0,2010-12-06 13:47:00
537391,16550.0,2010-12-06 13:53:00
537392,17068.0,2010-12-06 13:58:00
537393,13089.0,2010-12-06 13:59:00
537394,13089.0,2010-12-06 14:00:00
537395,15356.0,2010-12-06 14:05:00
537396,17223.0,2010-12-06 14:08:00
537397,16817.0,2010-12-06 14:19:00
C537398,15426.0,2010-12-06 14:22:00
537399,13030.0,2010-12-06 14:31:00
537400,17191.0,2010-12-06 14:36:00
537401,,2010-12-06 14:37:00
537403,17191.0,2010-12-06 14:43:00
C537402,15502.0,2010-12-06 14:43:00
537404,17191.0,2010-12-06 14:46:00
537405,17841.0,2010-12-06 14:51:00
C537406,15502.0,2010-12-06 14:53:00
537407,15502.0,2010-12-06 14:55:00
C537408,15502.0,2010-12-06 14:55:00
537409,15194.0,2010-12-06 15:00:00
537410,14409.0,2010-12-06 15:03:00
537411,,2010-12-06 15:06:00
537412,14409.0,2010-12-06 15:06:00
C537413,14409.0,2010-12-06 15:07:00
537415,16654.0,2010-12-06 15:09:00
C537414,16861.0,2010-12-06 15:09:00
C537416,16138.0,2010-12-06 15:10:00
C537417,13481.0,2010-12-06 15:12:00
537418,17884.0,2010-12-06 15:13:00
537419,13495.0,2010-12-06 15:14:00
537420,17519.0,2010-12-06 15:18:00
537421,17218.0,2010-12-06 15:25:00
537422,17812.0,2010-12-06 15:27:00
537423,14215.0,2010-12-06 15:34:00
537424,15602.0,2010-12-06 15:35:00
537425,,2010-12-06 15:35:00
537426,,2010-12-06 15:36:00
537427,,2010-12-06 15:37:00
537428,17320.0,2010-12-06 15:38:00
537429,12748.0,2010-12-06 15:54:00
537430,,2010-12-06 16:05:00
537432,,2010-12-06 16:10:00
C537431,16782.0,2010-12-06 16:10:00
537433,12913.0,2010-12-06 16:36:00
537434,,2010-12-06 16:57:00
537435,17920.0,2010-12-06 16:58:00
537436,,2010-12-06 17:00:00
537437,,2010-12-06 17:00:00
537438,,2010-12-06 17:00:00
537439,,2010-12-06 17:01:00
537440,17869.0,2010-12-06 17:16:00
537441,13564.0,2010-12-06 17:26:00
537442,,2010-12-06 17:29:00
C537444,14850.0,2010-12-07 08:42:00
C537445,15021.0,2010-12-07 08:57:00
537446,18055.0,2010-12-07 09:13:00
537447,13963.0,2010-12-07 09:21:00
537448,17450.0,2010-12-07 09:23:00
537449,,2010-12-07 09:26:00
537450,,2010-12-07 09:26:00
537451,,2010-12-07 09:27:00
537452,,2010-12-07 09:28:00
537453,,2010-12-07 09:28:00
537454,,2010-12-07 09:30:00
537455,,2010-12-07 09:31:00
537456,17450.0,2010-12-07 09:43:00
537457,17511.0,2010-12-07 09:51:00
537458,17091.0,2010-12-07 09:55:00
537459,17470.0,2010-12-07 09:57:00
537460,17616.0,2010-12-07 10:04:00
537461,15649.0,2010-12-07 10:06:00
537462,17228.0,2010-12-07 10:06:00
537463,12681.0,2010-12-07 10:08:00
537464,14907.0,2010-12-07 10:14:00
537465,17735.0,2010-12-07 10:32:00
537466,,2010-12-07 10:33:00
537467,16059.0,2010-12-07 10:36:00
537468,12567.0,2010-12-07 10:36:00
537469,17720.0,2010-12-07 10:43:00
537470,15018.0,2010-12-07 10:47:00
537471,14344.0,2010-12-07 10:51:00
537472,12971.0,2010-12-07 11:11:00
537476,15838.0,2010-12-07 11:26:00
537484,14733.0,2010-12-07 11:30:00
537489,17017.0,2010-12-07 11:33:00
537509,13756.0,2010-12-07 11:41:00
537523,14176.0,2010-12-07 11:45:00
