CustomerID,Country,first_invoices_time
17897.0,United Kingdom,2010-12-01 12:31:00
17377.0,United Kingdom,2010-12-01 12:35:00
16552.0,United Kingdom,2010-12-01 12:36:00
17181.0,United Kingdom,2010-12-01 12:38:00
17951.0,United Kingdom,2010-12-01 12:40:00
14729.0,United Kingdom,2010-12-01 12:43:00
12748.0,United Kingdom,2010-12-01 12:48:00
15012.0,United Kingdom,2010-12-01 12:49:00
12868.0,United Kingdom,2010-12-01 12:50:00
17572.0,United Kingdom,2010-12-01 12:51:00
14078.0,United Kingdom,2010-12-01 12:54:00
14001.0,United Kingdom,2010-12-01 12:58:00
12662.0,Germany,2010-12-01 13:04:00
15525.0,United Kingdom,2010-12-01 13:17:00
14237.0,United Kingdom,2010-12-01 13:20:00
17905.0,United Kingdom,2010-12-01 13:21:00
15485.0,United Kingdom,2010-12-01 13:23:00
12433.0,Norway,2010-12-01 13:24:00
16955.0,United Kingdom,2010-12-01 13:31:00
15350.0,United Kingdom,2010-12-01 13:33:00
15605.0,United Kingdom,2010-12-01 13:38:00
18144.0,United Kingdom,2010-12-01 13:45:00
15922.0,United Kingdom,2010-12-01 13:51:00
14594.0,United Kingdom,2010-12-01 13:54:00
15165.0,United Kingdom,2010-12-01 14:03:00
14911.0,EIRE,2010-12-01 14:05:00
16456.0,United Kingdom,2010-12-01 14:11:00
17841.0,United Kingdom,2010-12-01 14:30:00
12472.0,Germany,2010-12-01 14:33:00
17346.0,United Kingdom,2010-12-01 14:34:00
17643.0,United Kingdom,2010-12-01 14:38:00
17873.0,United Kingdom,2010-12-01 14:54:00
13093.0,United Kingdom,2010-12-01 15:00:00
12921.0,United Kingdom,2010-12-01 15:06:00
13468.0,United Kingdom,2010-12-01 15:08:00
17760.0,United Kingdom,2010-12-01 15:08:00
16928.0,United Kingdom,2010-12-01 15:21:00
16048.0,United Kingdom,2010-12-01 15:27:00
14496.0,United Kingdom,2010-12-01 15:35:00
16274.0,United Kingdom,2010-12-01 15:35:00
14696.0,United Kingdom,2010-12-01 15:37:00
16539.0,United Kingdom,2010-12-01 15:40:00
17025.0,United Kingdom,2010-12-01 15:45:00
13777.0,United Kingdom,2010-12-01 16:01:00
17690.0,United Kingdom,2010-12-01 16:15:00
12947.0,United Kingdom,2010-12-01 16:21:00
17460.0,United Kingdom,2010-12-01 16:24:00
18229.0,United Kingdom,2010-12-01 16:25:00
14142.0,United Kingdom,2010-12-01 16:33:00
17069.0,United Kingdom,2010-12-01 16:49:00
13065.0,United Kingdom,2010-12-01 16:52:00
14606.0,United Kingdom,2010-12-01 16:57:00
16835.0,United Kingdom,2010-12-01 17:15:00
15235.0,United Kingdom,2010-12-01 17:22:00
13576.0,United Kingdom,2010-12-01 17:24:00
18011.0,United Kingdom,2010-12-01 17:35:00
13090.0,United Kingdom,2010-12-02 07:48:00
15694.0,United Kingdom,2010-12-02 07:49:00
14741.0,United Kingdom,2010-12-02 08:43:00
13715.0,United Kingdom,2010-12-02 08:52:00
14092.0,United Kingdom,2010-12-02 09:10:00
17732.0,United Kingdom,2010-12-02 09:29:00
12855.0,United Kingdom,2010-12-02 09:37:00
15752.0,United Kingdom,2010-12-02 09:43:00
17855.0,United Kingdom,2010-12-02 09:44:00
14047.0,United Kingdom,2010-12-02 10:09:00
17925.0,United Kingdom,2010-12-02 10:10:00
13941.0,United Kingdom,2010-12-02 10:17:00
17017.0,United Kingdom,2010-12-02 10:17:00
14135.0,United Kingdom,2010-12-02 10:27:00
13108.0,United Kingdom,2010-12-02 10:35:00
12471.0,Germany,2010-12-02 10:37:00
15601.0,United Kingdom,2010-12-02 10:39:00
13418.0,United Kingdom,2010-12-02 10:45:00
14766.0,United Kingdom,2010-12-02 10:46:00
15658.0,United Kingdom,2010-12-02 10:53:00
14388.0,United Kingdom,2010-12-02 11:02:00
14901.0,United Kingdom,2010-12-02 11:20:00
18041.0,United Kingdom,2010-12-02 11:21:00
15955.0,United Kingdom,2010-12-02 11:22:00
15070.0,United Kingdom,2010-12-02 11:23:00
16244.0,United Kingdom,2010-12-02 11:41:00
15111.0,United Kingdom,2010-12-02 11:45:00
14390.0,United Kingdom,2010-12-02 11:56:00
16546.0,United Kingdom,2010-12-02 12:07:00
15260.0,United Kingdom,2010-12-02 12:09:00
13305.0,United Kingdom,2010-12-02 12:10:00
14491.0,United Kingdom,2010-12-02 12:10:00
14060.0,United Kingdom,2010-12-02 12:11:00
15923.0,United Kingdom,2010-12-02 12:16:00
16752.0,United Kingdom,2010-12-02 12:18:00
17287.0,United Kingdom,2010-12-02 12:22:00
15363.0,United Kingdom,2010-12-02 12:28:00
12915.0,United Kingdom,2010-12-02 12:33:00
15544.0,United Kingdom,2010-12-02 12:47:00
15738.0,United Kingdom,2010-12-02 12:50:00
16042.0,United Kingdom,2010-12-02 12:50:00
17381.0,United Kingdom,2010-12-02 12:58:00
15827.0,United Kingdom,2010-12-02 13:06:00
14180.0,United Kingdom,2010-12-02 13:08:00
13117.0,United Kingdom,2010-12-02 13:11:00
16916.0,United Kingdom,2010-12-02 13:14:00
17964.0,United Kingdom,2010-12-02 13:32:00
14466.0,United Kingdom,2010-12-02 13:36:00
17235.0,United Kingdom,2010-12-02 13:38:00
16510.0,United Kingdom,2010-12-02 13:39:00
17802.0,United Kingdom,2010-12-02 13:44:00
15107.0,United Kingdom,2010-12-02 13:45:00
17976.0,United Kingdom,2010-12-02 13:49:00
14449.0,United Kingdom,2010-12-02 14:09:00
15838.0,United Kingdom,2010-12-02 14:23:00
16781.0,United Kingdom,2010-12-02 14:26:00
17547.0,United Kingdom,2010-12-02 14:29:00
13491.0,United Kingdom,2010-12-02 14:30:00
16186.0,United Kingdom,2010-12-02 14:40:00
17685.0,United Kingdom,2010-12-02 14:42:00
17581.0,United Kingdom,2010-12-02 14:47:00
15732.0,United Kingdom,2010-12-02 15:00:00
13138.0,United Kingdom,2010-12-02 15:03:00
15823.0,United Kingdom,2010-12-02 15:08:00
17567.0,United Kingdom,2010-12-02 15:18:00
15061.0,United Kingdom,2010-12-02 15:19:00
16203.0,United Kingdom,2010-12-02 15:39:00
15640.0,United Kingdom,2010-12-02 15:40:00
15574.0,United Kingdom,2010-12-02 15:46:00
16770.0,United Kingdom,2010-12-02 15:49:00
17838.0,United Kingdom,2010-12-02 15:55:00
17228.0,United Kingdom,2010-12-02 16:00:00
14829.0,United Kingdom,2010-12-02 16:12:00
17412.0,United Kingdom,2010-12-02 16:29:00
14031.0,United Kingdom,2010-12-02 16:34:00
14775.0,United Kingdom,2010-12-02 16:38:00
12971.0,United Kingdom,2010-12-02 16:42:00
15834.0,United Kingdom,2010-12-02 16:45:00
17659.0,United Kingdom,2010-12-02 16:46:00
15299.0,United Kingdom,2010-12-02 16:48:00
15646.0,United Kingdom,2010-12-02 16:59:00
13958.0,United Kingdom,2010-12-02 17:03:00
14443.0,United Kingdom,2010-12-02 17:05:00
14156.0,EIRE,2010-12-02 17:08:00
16995.0,United Kingdom,2010-12-02 17:09:00
13402.0,United Kingdom,2010-12-02 17:12:00
18168.0,United Kingdom,2010-12-02 17:14:00
17757.0,United Kingdom,2010-12-02 17:17:00
14625.0,United Kingdom,2010-12-02 17:19:00
13011.0,United Kingdom,2010-12-02 17:22:00
13798.0,United Kingdom,2010-12-02 17:24:00
15384.0,United Kingdom,2010-12-02 17:27:00
14264.0,United Kingdom,2010-12-02 17:35:00
13295.0,United Kingdom,2010-12-02 17:36:00
16754.0,United Kingdom,2010-12-02 17:38:00
16634.0,United Kingdom,2010-12-02 17:41:00
18239.0,United Kingdom,2010-12-02 17:48:00
14576.0,United Kingdom,2010-12-02 17:51:00
13145.0,United Kingdom,2010-12-02 18:06:00
14395.0,United Kingdom,2010-12-02 18:15:00
14865.0,United Kingdom,2010-12-02 18:23:00
15093.0,United Kingdom,2010-12-02 18:25:00
12738.0,Germany,2010-12-02 18:27:00
16150.0,United Kingdom,2010-12-02 18:27:00
17552.0,United Kingdom,2010-12-02 18:45:00
14236.0,United Kingdom,2010-12-02 18:49:00
17961.0,United Kingdom,2010-12-02 19:18:00
14573.0,United Kingdom,2010-12-02 19:59:00
17135.0,United Kingdom,2010-12-03 09:31:00
17396.0,United Kingdom,2010-12-03 09:45:00
14213.0,United Kingdom,2010-12-03 09:47:00
12967.0,United Kingdom,2010-12-03 09:49:00
12686.0,France,2010-12-03 09:51:00
14679.0,United Kingdom,2010-12-03 10:07:00
15240.0,United Kingdom,2010-12-03 10:09:00
18225.0,United Kingdom,2010-12-03 10:11:00
13370.0,United Kingdom,2010-12-03 10:26:00
16883.0,United Kingdom,2010-12-03 10:33:00
13520.0,Switzerland,2010-12-03 10:36:00
12841.0,United Kingdom,2010-12-03 10:43:00
16905.0,United Kingdom,2010-12-03 10:43:00
12427.0,Germany,2010-12-03 10:44:00
17967.0,United Kingdom,2010-12-03 11:19:00
16891.0,United Kingdom,2010-12-03 11:35:00
14589.0,United Kingdom,2010-12-03 11:42:00
14680.0,United Kingdom,2010-12-03 12:05:00
17884.0,United Kingdom,2010-12-03 12:11:00
12557.0,Spain,2010-12-03 12:20:00
14083.0,United Kingdom,2010-12-03 12:24:00
13013.0,United Kingdom,2010-12-03 12:28:00
14210.0,United Kingdom,2010-12-03 12:43:00
16477.0,United Kingdom,2010-12-03 12:48:00
12600.0,Germany,2010-12-03 12:57:00
16013.0,United Kingdom,2010-12-03 13:09:00
17949.0,United Kingdom,2010-12-03 13:12:00
12779.0,Poland,2010-12-03 13:40:00
16926.0,United Kingdom,2010-12-03 13:42:00
17787.0,United Kingdom,2010-12-03 13:43:00
12682.0,France,2010-12-03 13:59:00
14723.0,United Kingdom,2010-12-03 14:18:00
17954.0,United Kingdom,2010-12-03 14:18:00
17819.0,United Kingdom,2010-12-03 14:26:00
12712.0,Germany,2010-12-03 14:30:00
15373.0,United Kingdom,2010-12-03 14:40:00
16140.0,United Kingdom,2010-12-03 14:40:00
17198.0,United Kingdom,2010-12-03 14:54:00
17238.0,United Kingdom,2010-12-03 15:05:00
12793.0,Portugal,2010-12-03 15:14:00
15769.0,United Kingdom,2010-12-03 15:16:00
14396.0,United Kingdom,2010-12-03 15:19:00
14898.0,United Kingdom,2010-12-03 15:25:00
12725.0,Italy,2010-12-03 15:45:00
16725.0,United Kingdom,2010-12-03 16:02:00
12395.0,Belgium,2010-12-03 16:35:00
16455.0,United Kingdom,2010-12-03 16:44:00
13081.0,United Kingdom,2010-12-03 17:20:00
15545.0,United Kingdom,2010-12-03 17:28:00
17243.0,United Kingdom,2010-12-05 10:03:00
15465.0,United Kingdom,2010-12-05 10:12:00
15708.0,United Kingdom,2010-12-05 10:25:00
13089.0,United Kingdom,2010-12-05 10:27:00
16033.0,United Kingdom,2010-12-05 10:36:00
13838.0,United Kingdom,2010-12-05 10:45:00
15351.0,United Kingdom,2010-12-05 10:48:00
18055.0,United Kingdom,2010-12-05 10:52:00
15038.0,United Kingdom,2010-12-05 10:54:00
18109.0,United Kingdom,2010-12-05 10:58:00
13069.0,United Kingdom,2010-12-05 11:02:00
16241.0,United Kingdom,2010-12-05 11:04:00
14800.0,United Kingdom,2010-12-05 11:10:00
16839.0,United Kingdom,2010-12-05 11:15:00
16168.0,United Kingdom,2010-12-05 11:38:00
16931.0,United Kingdom,2010-12-05 11:40:00
16814.0,United Kingdom,2010-12-05 11:45:00
13269.0,United Kingdom,2010-12-05 11:51:00
14813.0,United Kingdom,2010-12-05 11:54:00
12567.0,France,2010-12-05 11:57:00
17062.0,United Kingdom,2010-12-05 11:59:00
15332.0,Lithuania,2010-12-05 12:00:00
14810.0,United Kingdom,2010-12-05 12:08:00
16353.0,United Kingdom,2010-12-05 12:09:00
13831.0,United Kingdom,2010-12-05 12:13:00
18118.0,United Kingdom,2010-12-05 12:13:00
13506.0,United Kingdom,2010-12-05 12:15:00
17796.0,United Kingdom,2010-12-05 12:23:00
15716.0,United Kingdom,2010-12-05 12:26:00
15221.0,United Kingdom,2010-12-05 12:29:00
18156.0,United Kingdom,2010-12-05 12:29:00
16983.0,United Kingdom,2010-12-05 12:34:00
17059.0,United Kingdom,2010-12-05 12:35:00
16327.0,United Kingdom,2010-12-05 12:43:00
17211.0,United Kingdom,2010-12-05 12:44:00
17026.0,United Kingdom,2010-12-05 12:47:00
15570.0,United Kingdom,2010-12-05 12:57:00
15880.0,United Kingdom,2010-12-05 13:00:00
16718.0,United Kingdom,2010-12-05 13:03:00
15808.0,United Kingdom,2010-12-05 13:05:00
17858.0,United Kingdom,2010-12-05 13:08:00
16393.0,United Kingdom,2010-12-05 13:10:00
14161.0,United Kingdom,2010-12-05 13:18:00
17863.0,United Kingdom,2010-12-05 13:21:00
16411.0,United Kingdom,2010-12-05 13:26:00
16402.0,United Kingdom,2010-12-05 13:42:00
15023.0,United Kingdom,2010-12-05 13:49:00
17402.0,United Kingdom,2010-12-05 13:53:00
15426.0,United Kingdom,2010-12-05 13:55:00
12647.0,Germany,2010-12-05 14:02:00
15894.0,United Kingdom,2010-12-05 14:06:00
15867.0,United Kingdom,2010-12-05 14:17:00
14506.0,United Kingdom,2010-12-05 14:25:00
15555.0,United Kingdom,2010-12-05 14:45:00
13034.0,United Kingdom,2010-12-05 14:52:00
15889.0,United Kingdom,2010-12-05 15:12:00
15953.0,United Kingdom,2010-12-05 15:15:00
16143.0,United Kingdom,2010-12-05 15:18:00
12720.0,Germany,2010-12-05 15:21:00
16422.0,United Kingdom,2010-12-05 15:35:00
12747.0,United Kingdom,2010-12-05 15:38:00
15502.0,United Kingdom,2010-12-05 15:40:00
12763.0,Japan,2010-12-05 15:46:00
14081.0,United Kingdom,2010-12-05 15:47:00
17965.0,United Kingdom,2010-12-05 15:54:00
14404.0,United Kingdom,2010-12-05 16:00:00
13579.0,United Kingdom,2010-12-05 16:10:00
13174.0,United Kingdom,2010-12-05 16:24:00
15987.0,United Kingdom,2010-12-06 08:34:00
17677.0,United Kingdom,2010-12-06 08:42:00
13652.0,United Kingdom,2010-12-06 09:21:00
12586.0,Italy,2010-12-06 09:31:00
17428.0,United Kingdom,2010-12-06 09:37:00
16161.0,United Kingdom,2010-12-06 09:40:00
16858.0,United Kingdom,2010-12-06 09:52:00
18219.0,United Kingdom,2010-12-06 10:05:00
14293.0,United Kingdom,2010-12-06 10:18:00
14748.0,United Kingdom,2010-12-06 10:19:00
16638.0,United Kingdom,2010-12-06 10:19:00
17674.0,United Kingdom,2010-12-06 10:20:00
12808.0,Portugal,2010-12-06 10:27:00
13094.0,United Kingdom,2010-12-06 10:34:00
15899.0,United Kingdom,2010-12-06 10:36:00
12708.0,Germany,2010-12-06 10:43:00
15898.0,United Kingdom,2010-12-06 11:01:00
17691.0,United Kingdom,2010-12-06 11:10:00
17227.0,United Kingdom,2010-12-06 11:16:00
15039.0,United Kingdom,2010-12-06 11:26:00
15919.0,United Kingdom,2010-12-06 11:26:00
13497.0,United Kingdom,2010-12-06 11:37:00
15860.0,United Kingdom,2010-12-06 11:38:00
14189.0,United Kingdom,2010-12-06 11:42:00
15304.0,United Kingdom,2010-12-06 11:42:00
14867.0,United Kingdom,2010-12-06 11:47:00
14344.0,United Kingdom,2010-12-06 11:58:00
12474.0,Germany,2010-12-06 12:00:00
16719.0,United Kingdom,2010-12-06 12:06:00
15048.0,United Kingdom,2010-12-06 12:15:00
15301.0,United Kingdom,2010-12-06 12:21:00
14708.0,United Kingdom,2010-12-06 12:23:00
16898.0,United Kingdom,2010-12-06 12:23:00
14825.0,United Kingdom,2010-12-06 12:30:00
18113.0,United Kingdom,2010-12-06 12:31:00
17596.0,United Kingdom,2010-12-06 12:34:00
15078.0,United Kingdom,2010-12-06 12:38:00
14085.0,United Kingdom,2010-12-06 12:39:00
17860.0,United Kingdom,2010-12-06 12:41:00
13155.0,United Kingdom,2010-12-06 12:44:00
15028.0,United Kingdom,2010-12-06 12:47:00
16919.0,United Kingdom,2010-12-06 12:52:00
14487.0,United Kingdom,2010-12-06 12:55:00
17019.0,United Kingdom,2010-12-06 12:55:00
17259.0,United Kingdom,2010-12-06 12:55:00
16722.0,United Kingdom,2010-12-06 12:59:00
15882.0,United Kingdom,2010-12-06 13:01:00
14667.0,United Kingdom,2010-12-06 13:13:00
16710.0,United Kingdom,2010-12-06 13:13:00
16550.0,United Kingdom,2010-12-06 13:17:00
15984.0,United Kingdom,2010-12-06 13:21:00
17682.0,United Kingdom,2010-12-06 13:35:00
16658.0,United Kingdom,2010-12-06 13:47:00
17068.0,United Kingdom,2010-12-06 13:58:00
15356.0,United Kingdom,2010-12-06 14:05:00
17223.0,United Kingdom,2010-12-06 14:08:00
16817.0,United Kingdom,2010-12-06 14:19:00
13030.0,United Kingdom,2010-12-06 14:31:00
17191.0,United Kingdom,2010-12-06 14:36:00
15194.0,United Kingdom,2010-12-06 15:00:00
14409.0,United Kingdom,2010-12-06 15:03:00
16654.0,United Kingdom,2010-12-06 15:09:00
16861.0,United Kingdom,2010-12-06 15:09:00
16138.0,United Kingdom,2010-12-06 15:10:00
13481.0,United Kingdom,2010-12-06 15:12:00
13495.0,United Kingdom,2010-12-06 15:14:00
17519.0,United Kingdom,2010-12-06 15:18:00
17218.0,United Kingdom,2010-12-06 15:25:00
17812.0,United Kingdom,2010-12-06 15:27:00
14215.0,United Kingdom,2010-12-06 15:34:00
15602.0,United Kingdom,2010-12-06 15:35:00
17320.0,United Kingdom,2010-12-06 15:38:00
16782.0,United Kingdom,2010-12-06 16:10:00
12913.0,United Kingdom,2010-12-06 16:36:00
17869.0,United Kingdom,2010-12-06 17:16:00
13564.0,United Kingdom,2010-12-06 17:26:00
14850.0,United Kingdom,2010-12-07 08:42:00
15021.0,United Kingdom,2010-12-07 08:57:00
13963.0,United Kingdom,2010-12-07 09:21:00
17450.0,United Kingdom,2010-12-07 09:23:00
17091.0,United Kingdom,2010-12-07 09:55:00
17470.0,United Kingdom,2010-12-07 09:57:00
17616.0,United Kingdom,2010-12-07 10:04:00
15649.0,United Kingdom,2010-12-07 10:06:00
12681.0,France,2010-12-07 10:08:00
14907.0,United Kingdom,2010-12-07 10:14:00
17735.0,United Kingdom,2010-12-07 10:32:00
16059.0,United Kingdom,2010-12-07 10:36:00
17720.0,United Kingdom,2010-12-07 10:43:00
15018.0,United Kingdom,2010-12-07 10:47:00
14733.0,United Kingdom,2010-12-07 11:30:00
13756.0,United Kingdom,2010-12-07 11:41:00
14176.0,United Kingdom,2010-12-07 11:45:00
13319.0,United Kingdom,2010-12-07 11:47:00
15353.0,United Kingdom,2010-12-07 11:49:00
18119.0,United Kingdom,2010-12-07 11:59:00
17491.0,United Kingdom,2010-12-07 12:18:00
14282.0,United Kingdom,2010-12-07 12:21:00
13569.0,United Kingdom,2010-12-07 12:29:00
15498.0,United Kingdom,2010-12-07 12:34:00
14673.0,United Kingdom,2010-12-07 12:49:00
13488.0,United Kingdom,2010-12-07 13:01:00
16221.0,United Kingdom,2010-12-07 13:13:00
15002.0,United Kingdom,2010-12-07 13:16:00
15965.0,United Kingdom,2010-12-07 13:18:00
15024.0,United Kingdom,2010-12-07 13:20:00
17675.0,United Kingdom,2010-12-07 13:22:00
13769.0,United Kingdom,2010-12-07 13:28:00
16904.0,United Kingdom,2010-12-07 13:29:00
16086.0,United Kingdom,2010-12-07 13:45:00
13786.0,United Kingdom,2010-12-07 13:53:00
13880.0,United Kingdom,2010-12-07 14:00:00
13173.0,United Kingdom,2010-12-07 14:30:00
15858.0,United Kingdom,2010-12-07 14:31:00
12347.0,Iceland,2010-12-07 14:57:00
15180.0,United Kingdom,2010-12-07 14:57:00
14739.0,United Kingdom,2010-12-07 14:58:00
16293.0,United Kingdom,2010-12-07 15:02:00
17419.0,United Kingdom,2010-12-07 15:03:00
16775.0,United Kingdom,2010-12-07 15:15:00
16306.0,United Kingdom,2010-12-07 15:18:00
16950.0,United Kingdom,2010-12-07 15:20:00
17591.0,United Kingdom,2010-12-07 15:39:00
12839.0,United Kingdom,2010-12-07 15:48:00
13807.0,United Kingdom,2010-12-07 15:48:00
16125.0,United Kingdom,2010-12-07 15:48:00
15081.0,United Kingdom,2010-12-07 16:20:00
18102.0,United Kingdom,2010-12-07 16:42:00
16365.0,United Kingdom,2010-12-07 17:19:00
17870.0,United Kingdom,2010-12-08 08:12:00
14821.0,United Kingdom,2010-12-08 08:43:00
16863.0,United Kingdom,2010-12-08 08:58:00
13078.0,United Kingdom,2010-12-08 09:07:00
13267.0,United Kingdom,2010-12-08 09:20:00
13050.0,United Kingdom,2010-12-08 09:30:00
12709.0,Germany,2010-12-08 09:49:00
15628.0,United Kingdom,2010-12-08 09:51:00
12386.0,Australia,2010-12-08 09:53:00
14796.0,United Kingdom,2010-12-08 09:55:00
16779.0,United Kingdom,2010-12-08 09:56:00
13329.0,United Kingdom,2010-12-08 10:11:00
13599.0,United Kingdom,2010-12-08 10:11:00
14744.0,United Kingdom,2010-12-08 10:21:00
18077.0,United Kingdom,2010-12-08 10:21:00
17406.0,United Kingdom,2010-12-08 10:35:00
15750.0,United Kingdom,2010-12-08 10:36:00
13983.0,United Kingdom,2010-12-08 10:38:00
13842.0,United Kingdom,2010-12-08 10:39:00
12441.0,France,2010-12-08 10:45:00
13199.0,United Kingdom,2010-12-08 10:51:00
14032.0,United Kingdom,2010-12-08 10:53:00
17706.0,United Kingdom,2010-12-08 11:02:00
16081.0,United Kingdom,2010-12-08 11:16:00
16525.0,United Kingdom,2010-12-08 11:31:00
14952.0,United Kingdom,2010-12-08 11:33:00
17975.0,United Kingdom,2010-12-08 11:38:00
16122.0,United Kingdom,2010-12-08 11:41:00
13126.0,United Kingdom,2010-12-08 11:42:00
15973.0,United Kingdom,2010-12-08 11:42:00
16558.0,United Kingdom,2010-12-08 12:01:00
16713.0,United Kingdom,2010-12-08 12:03:00
16893.0,United Kingdom,2010-12-08 12:06:00
15529.0,United Kingdom,2010-12-08 12:24:00
18043.0,United Kingdom,2010-12-08 12:35:00
16016.0,United Kingdom,2010-12-08 12:36:00
17722.0,United Kingdom,2010-12-08 12:41:00
17324.0,United Kingdom,2010-12-08 12:45:00
17341.0,United Kingdom,2010-12-08 12:46:00
14051.0,United Kingdom,2010-12-08 12:49:00
15916.0,United Kingdom,2010-12-08 12:49:00
16233.0,United Kingdom,2010-12-08 12:51:00
16385.0,United Kingdom,2010-12-08 12:56:00
15032.0,United Kingdom,2010-12-08 12:57:00
17213.0,United Kingdom,2010-12-08 13:03:00
18061.0,United Kingdom,2010-12-08 13:03:00
13113.0,United Kingdom,2010-12-08 13:07:00
16553.0,United Kingdom,2010-12-08 13:07:00
13455.0,United Kingdom,2010-12-08 13:11:00
14217.0,United Kingdom,2010-12-08 13:28:00
17262.0,United Kingdom,2010-12-08 13:30:00
14299.0,United Kingdom,2010-12-08 13:33:00
18259.0,United Kingdom,2010-12-08 13:38:00
17676.0,United Kingdom,2010-12-08 13:49:00
16679.0,United Kingdom,2010-12-08 13:51:00
12766.0,Portugal,2010-12-08 13:53:00
18269.0,United Kingdom,2010-12-08 13:53:00
15298.0,United Kingdom,2010-12-08 13:55:00
18193.0,United Kingdom,2010-12-08 14:20:00
13523.0,United Kingdom,2010-12-08 14:22:00
12870.0,United Kingdom,2010-12-08 14:27:00
15005.0,United Kingdom,2010-12-08 14:36:00
15581.0,United Kingdom,2010-12-08 14:38:00
15680.0,United Kingdom,2010-12-08 14:43:00
13649.0,United Kingdom,2010-12-08 14:46:00
17894.0,United Kingdom,2010-12-08 14:50:00
13270.0,United Kingdom,2010-12-08 14:53:00
14618.0,United Kingdom,2010-12-08 14:57:00
14866.0,United Kingdom,2010-12-08 14:58:00
13077.0,United Kingdom,2010-12-08 14:59:00
13115.0,United Kingdom,2010-12-08 15:01:00
13531.0,United Kingdom,2010-12-08 15:03:00
13848.0,United Kingdom,2010-12-08 15:10:00
13140.0,United Kingdom,2010-12-08 15:12:00
15713.0,United Kingdom,2010-12-08 15:16:00
17999.0,United Kingdom,2010-12-08 15:17:00
15347.0,United Kingdom,2010-12-08 15:25:00
17340.0,United Kingdom,2010-12-08 15:56:00
13984.0,United Kingdom,2010-12-08 15:58:00
15996.0,United Kingdom,2010-12-08 15:59:00
14030.0,United Kingdom,2010-12-08 16:11:00
16252.0,United Kingdom,2010-12-08 16:15:00
16596.0,United Kingdom,2010-12-08 16:18:00
16011.0,United Kingdom,2010-12-08 16:34:00
16700.0,United Kingdom,2010-12-08 16:34:00
17655.0,United Kingdom,2010-12-08 16:45:00
16717.0,United Kingdom,2010-12-08 16:48:00
14243.0,United Kingdom,2010-12-09 08:34:00
12963.0,United Kingdom,2010-12-09 09:14:00
15079.0,United Kingdom,2010-12-09 09:25:00
14437.0,United Kingdom,2010-12-09 09:27:00
12942.0,United Kingdom,2010-12-09 09:34:00
15660.0,United Kingdom,2010-12-09 09:49:00
18092.0,United Kingdom,2010-12-09 10:00:00
15358.0,United Kingdom,2010-12-09 10:04:00
12481.0,Germany,2010-12-09 10:13:00
12721.0,France,2010-12-09 10:14:00
12621.0,Germany,2010-12-09 10:16:00
18071.0,United Kingdom,2010-12-09 10:33:00
12683.0,France,2010-12-09 10:37:00
12755.0,Japan,2010-12-09 10:44:00
13854.0,United Kingdom,2010-12-09 10:48:00
12797.0,Portugal,2010-12-09 10:55:00
13369.0,United Kingdom,2010-12-09 11:30:00
12494.0,France,2010-12-09 11:31:00
17857.0,United Kingdom,2010-12-09 11:35:00
17411.0,United Kingdom,2010-12-09 11:42:00
14932.0,Channel Islands,2010-12-09 11:48:00
12429.0,Denmark,2010-12-09 12:05:00
14987.0,United Kingdom,2010-12-09 12:13:00
14355.0,United Kingdom,2010-12-09 12:16:00
17526.0,United Kingdom,2010-12-09 12:20:00
